facility_name,address,city,state,zip,county,lat,long,fractracker_status,purpose,operator_name,tenant,mw_capacity,size_rank,power_source,dedicated_power_plant,number_of_generators,number_of_buildings,cooling_source,cooling_type,facility_size_sqft,property_size_acres,project_cost,expected_date_online,community_pushback,advocacy_information,resistance_status,nda,echo_registry_id,echo_facility_name,echo_facility_street,echo_facility_city,echo_facility_state,echo_naics_codes,echo_sic_codes,AIR_FLAG,NPDES_FLAG,RCRA_FLAG,SDWIS_FLAG,GHG_FLAG,CAA_PERMIT_TYPES,CWA_PERMIT_TYPES,RCRA_PERMIT_TYPES,FAC_ACTIVE_FLAG,FAC_MAJOR_FLAG,echo_distance_miles,match_score,match_name_score,match_addr_score,match_naics_hit,match_sic_hit,matched_naics,matched_sic,echo_dfr_url,match_confidence,n_air_programs,earliest_air_program_begin,latest_air_program_begin,air_program_codes,air_operating_statuses,n_water_permits,earliest_water_orig_issue,earliest_water_issue,latest_water_issue,latest_water_expiration,latest_water_termination,water_permit_types,water_permit_statuses,water_permit_numbers,earliest_known_permit_date,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary,mw_low,mw_high,mw_numeric_mid,process_start_date,process_start_event_type,first_approval_date,first_approval_event_type,first_approval_actor_level,days_to_first_approval,months_to_first_approval,last_event_date,total_observed_days,is_approved,is_terminated,terminal_outcome,is_censored
Blueprint Projects data center,1601 Martin Luther King Jr. Dr,Taylor,TX,76574,Williamson,30.56745,-97.38766,Approved/Permitted/Under construction,,Blueprint Project,,30,Large (51-99 MW),,,,,,,"135,000",52,,,Yes,,,,110071324302,TSN TAYLOR - THE STEEL NETWORK,1601 MLK JR BOULEVARD,TAYLOR,TX,,1541,N,Y,N,N,N,,Non-M,,Y,,0.13001869117048886,0.845,0.267,0.845,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071324302,low,0,,,,,1,2022-08-16,2022-08-16,2022-08-16,2023-03-04,,GPC,EXP,TXR1550KE,2022-08-16,6,2024-08,2025-07-24,other|power_purchase_agreement_signed|public_hearing_held|rezoning_council_decision|state_environmental_review_decision,2024-08(month): other=approved by Taylor City Council; 2025-04(month): other=n_a by Northampton Capital Partners; 2025-07(month): state_environmental_review_decision=approved by external environmental review company (hired by City of Taylor); 2025-07(month): power_purchase_agreement_signed=approved by Oncor; 2025-07-24(day): public_hearing_held=n_a by Taylor City Council; 2025-07-24(day): rezoning_council_decision=approved by Taylor City Council,30.0,30.0,30.0,2024-08-01,other,2024-08-01,other,local,0,0.0,2025-07-24,357,True,False,approved,False
Project Comal,1051 County Road 401,Taylor,TX,76574,Williamson,30.546633,-97.4439,Approved/Permitted/Under construction,,,,360,Hyperscale (100-999 MW),,,,6,,,,220,,,Unknown,,,,110071674452,LINDE TAYLOR,911 COUNTY ROAD 401,TAYLOR,TX,325120,2813,N,Y,Y,N,N,,Non-M,Other,Y,,0.6268039864944177,0.897,0.118,0.897,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071674452,low,0,,,,,1,2025-07-31,2025-07-31,2025-07-31,2026-08-13,,GPC,EFF,TXR05GT85,2025-07-31,6,2026,2026-04-01,construction_started|other|project_announced|rezoning_council_decision|site_plan_approved,2026(year): construction_started=planned by KDC Real Estate; 2026-03-26(day): rezoning_council_decision=approved by Taylor City Council; 2026-03-26(day): other=approved by Taylor City Council; 2026-03-26(day): site_plan_approved=approved by Taylor City Council; 2026-04-01(day): project_announced=n_a by KDC Real Estate; 2026-04-01(day): other=n_a by Oncor,360.0,360.0,360.0,2026-01-01,construction_started,2026-03-26,rezoning_council_decision,local,84,2.8,2026-04-01,90,True,False,approved,False
Sabey Data Center,Kentucky Ave and Camby Rd,Decatur,IN,46221,Marion,39.666195,-86.30182,Proposed,,,,250,Hyperscale (100-999 MW),,,,2,,,"900,000",138,$4 billion,2028,Unknown,,,,110071525625,DECATUR TECHNOLOGY PARK PHASE 1,KENTUCKY AVE & CAMBY RD,INDIANAPOLIS,IN,,,N,Y,N,N,N,,Non-M,,,,0.19850967613413661,0.875,0.111,0.875,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071525625,low,0,,,,,1,2023-09-28,2023-09-28,2023-09-28,2028-09-27,2024-10-29,GPC,TRM,INRA12420,2023-09-28,6,2025-11,2030,construction_started|fully_operational|other|partial_operational|project_announced|rezoning_council_decision,2025-11(month): project_announced=n_a by Sabey Data Centers; 2026(year): construction_started=planned by Sabey Data Centers; 2026-03-18(day): rezoning_council_decision=approved by Indianapolis Metropolitan Development Commission; 2026-03-27(day): other=planned by Sabey Data Centers; 2028(year): partial_operational=planned by Sabey Data Centers; 2030(year): fully_operational=planned by Sabey Data Centers,250.0,250.0,250.0,2025-11-01,project_announced,2026-03-18,rezoning_council_decision,local,137,4.5,2030-01-01,1522,True,False,approved,False
Krambu data center,9314 Bonner Mill Rd,Missoula,MT,59808,Missoula,46.872646,-113.86772,Proposed,,,,10,Small (0-10 MW),,,,,,Closed loop,,,,,Unknown,,,,110071668072,BONNER RIVER BUILDINGS,9251 BONNER MILL ROAD,BONNER,MT,,1794 1541 1623,N,Y,N,N,N,,Non-M,,,,0.20494400221928194,0.975,0.214,0.875,false,true,,1623,http://echo.epa.gov/detailed-facility-report?fid=110071668072,low,0,,,,,1,2024-03-26,2024-03-26,2024-03-26,2027-12-31,2024-11-26,GPC,TRM,MTR110665,2024-03-26,4,2026-03,2026-05,project_announced|public_hearing_held|special_use_permit_applied|special_use_permit_decision,"2026-03(month): special_use_permit_applied=filed by Missoula County Planning, Development and Sustainability; 2026-03-20(day): public_hearing_held=n_a by Friends of Two Rivers; 2026-03-24(day): project_announced=n_a by Krambu; 2026-05(month): special_use_permit_decision=planned by Missoula County Consolidated Land Use Board",10.0,10.0,10.0,2026-03-01,special_use_permit_applied,,,,,,2026-05-01,61,False,False,pending,True
Regency HOA area data center,Asburn Village Blvd and Waxpool Rd,Ashburn,VA,,Loudon,39.011425,-77.485016,Proposed,,,,432,Hyperscale (100-999 MW),,,,6,,,,130,$576 million,,Unknown,,,,110071507593,ASHBURN STATION REGENCY,SW CORNER OF ASHBURN VILLAGE BLVD AND WAXPOOL RD,ASHBURN,VA,,,N,Y,N,N,N,,Non-M,,Y,,0.14202972781868,0.825,0.359,0.825,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071507593,low,0,,,,,2,2019-07-01,2019-07-01,2024-07-01,2029-06-30,,GPC,ADC|EFF,VAR10P360,2019-07-01,4,2026,2026-03-20,other|project_announced|rezoning_applied,"2026(year): rezoning_applied=planned by Community Works, LLC (Regency HOA affiliate); 2026-03-20(day): project_announced=planned by Community Works, LLC (Regency HOA affiliate); 2026-03-20(day): other=in_progress by Community Works, LLC (Regency HOA affiliate); 2026-03-20(day): other=in_progress by Community Works, LLC (Regency HOA affiliate)",432.0,432.0,432.0,2026-01-01,rezoning_applied,,,,,,2026-03-20,78,False,False,pending,True
Blueprint Project data center,1201 Westinghouse Rd,Georgetown,TX,78626,Williamson,30.584257,-97.672676,Approved/Permitted/Under construction,,Blueprint Project,,35,Medium (11-50 MW),,,,,,,"45,000",20,$160 million,2027,Unknown,,,,110070916761,ASCEND AT WESTINGHOUSE,500 WESTINGHOUSE ROAD,GEORGETOWN,TX,236220,1795 1522,N,Y,N,N,N,,Non-M,,Y,,0.8213722915289828,1.098,0.214,0.848,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110070916761,low,0,,,,,2,2021-02-12,2021-02-12,2023-08-17,2028-03-04,2024-03-22,GPC,TRM|EXP,TXR1574EN|TXR1565OA,2021-02-12,5,2024-09,2027,fully_operational|other|partial_operational|rezoning_council_decision,2024-09(month): other=approved by Georgetown City Council; 2024-09(month): rezoning_council_decision=approved by Georgetown City Council; 2025-04(month): other=n_a by Northampton Capital Partners; 2026(year): partial_operational=planned by Blueprint Projects; 2027(year): fully_operational=planned by Blueprint Projects,35.0,35.0,35.0,2024-09-01,other,2024-09-01,other,local,0,0.0,2027-01-01,852,True,False,approved,False
AREP PowerHouse Grand Prairie,881 Miller Rd,Midlothian,TX,76065,Ellis,32.47629,-97.0691,Approved/Permitted/Under construction,,PowerHouse Data Centers,,1800,"Mega campus (>1,000 MW)",,,,14,,,"8,500,000",810,$72 million,2027,Unknown,,,,110072001680,POWERHOUSE GRAND PRAIRIE,"NW CORNER APPROX. 3,900LF OF MILLER RD. & DEER DR.",GRAND PRAIRIE,TX,,1542,N,Y,N,N,N,,Non-M,,Y,,0.012433753340254533,0.906,0.906,0.304,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072001680,medium,0,,,,,1,2025-08-14,2025-08-14,2025-08-14,2028-03-04,,GPC,EFF,TXR1557VN,2025-08-14,4,2026-04-01,2027-01,building_permit_applied|construction_started|other|project_announced,2026-04-01(day): construction_started=in_progress by Prairie Ridge Phase 1 Owner LP; 2026-04-02(day): other=filed by Texas Department of Licensing and Regulation; 2026-04-02(day): building_permit_applied=filed by Prairie Ridge Phase 1 Owner LP; 2027-01(month): project_announced=n_a by PowerHouse Data Centers / American Real Estate Partners,1800.0,1800.0,1800.0,2026-04-01,construction_started,,,,,,2027-01-01,275,False,False,pending,True
DMK Projects data center,52nd Ave & Fillmore St,Coachella,CA,92274,Riverside,33.6714,-116.129,Proposed,,,,600,Hyperscale (100-999 MW),,,,6,,,,240,,,Yes,,Emerging Concern,,110070102683,CAL ORGANIC THERMAL,54895 FILLMORE RD.,THERMAL,CA,115114,9999,N,Y,N,N,N,,Non-M,,Y,,1.4671007652085495,0.741,0.065,0.741,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070102683,low,0,,,,,2,2017-08-10,2017-08-10,2020-01-08,2020-06-30,2019-10-23,GPC,TRM|EXP,CAZ515578|CAZ488918,2017-08-10,2,2026-02-11,2026-04-10,project_announced|public_hearing_held,2026-02-11(day): public_hearing_held=n_a by City of Coachella City Council; 2026-04-10(day): project_announced=n_a by DMK Projects,600.0,600.0,600.0,2026-02-11,public_hearing_held,,,,,,2026-04-10,58,False,False,pending,True
Project Hutto,County Road 119 and Limmer Loop,Hutto,TX,78634,Williamson,30.556295,-97.55823,Cancelled,,,,70,Large (51-99 MW),,,,,,,"950,000",40,,,Yes,,,,110070159773,HUTTO CO-OP,WEST OF WEST STREET AND PECAN STREET,HUTTO,TX,,,N,Y,N,N,N,,Non-M,,,,0.9515921282127869,0.769,0.769,0.368,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070159773,medium,0,,,,,2,2018-01-31,2018-01-31,2018-01-31,2022-02-15,2020-02-20,GPC,TRM,TXR10F5DV|TXR10F5DS,2018-01-31,7,2026-04-07,2026-04-20,lawsuit_filed|other|project_announced|project_withdrawn|public_hearing_held|rezoning_applied|rezoning_planning_commission_recommendation,2026-04-07(day): public_hearing_held=n_a by Hutto Planning and Zoning Commission; 2026-04-08(day): project_announced=filed by Zydeco Development Corporation; 2026-04-08(day): rezoning_applied=filed by Zydeco Development Corporation; 2026-04-16(day): other=recommended_denial by Hutto City Planning Staff; 2026-04-16(day): lawsuit_filed=filed by Stop the Hutto Data Center (residents group); 2026-04-20(day): rezoning_planning_commission_recommendation=n_a by Hutto Planning and Zoning Commission; 2026-04-20(day): project_withdrawn=withdrawn by Zydeco Development Corporation,70.0,70.0,70.0,2026-04-07,public_hearing_held,,,,,,2026-04-20,13,False,True,denied,False
Steve Poe's Campground data center,6001 Camp Ground Rd,Louisville,KY,40216,Jefferson,38.196014,-85.859985,Approved/Permitted/Under construction,,PowerHouse Data Centers,,400,Hyperscale (100-999 MW),Grid (unspecified mix),,,,,,"1,600,000",150,,2026,Yes,,Organized Advocacy,,110070925097,KY LOUISVILLE CAMPGROUND ROAD,6001 CAMP GROUND RD,LOUISVILLE,KY,,1611,N,Y,N,N,N,,Non-M,,,,0.24670847373432844,1.0,0.51,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070925097,low,0,,,,,1,2021-03-11,2021-03-11,2021-03-11,2024-11-30,2023-03-22,GPC,TRM,KYR10P212,2021-03-11,7,2025,2026-10,construction_started|other|partial_operational|project_announced|public_hearing_held|site_plan_approved,2025(year): construction_started=in_progress by PowerHouse Data Centers / Poe Companies; 2025(year): other=approved by Louisville Planning Commission; 2025-01(month): other=approved by Louisville Metro Government; 2025-01-16(day): project_announced=n_a by PowerHouse Data Centers / Poe Companies; 2026-03-05(day): public_hearing_held=n_a by Louisville Planning Commission; 2026-03-05(day): site_plan_approved=approved by Louisville Planning Commission; 2026-10(month): partial_operational=planned by PowerHouse Data Centers / Poe Companies,400.0,400.0,400.0,2025-01-01,other,2025-01-01,other,local,0,0.0,2026-10-01,638,True,False,approved,False
Project Seafox,7001 Stan Roberts Sr Ave,El Paso,TX,79934,El Paso,31.98718,-106.369095,Proposed,,Meta,,1000,"Mega campus (>1,000 MW)",,,813,12+,,,"25,900,000",600,$10 billion,2029,,,,,110071943923,PROJECT SEAFOX,6901 STAN ROBERTS SR ROAD - NW CORNER OF STAN ROBE,EL PASO,TX,,1542,N,Y,N,N,N,,Non-M,,Y,,0.03480879894088676,1.0,1.0,0.6,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071943923,medium,0,,,,,2,2025-03-31,2025-03-31,2025-07-15,2028-03-04,2026-03-16,GPC,TRM|EFF,TXR1599UC|TXR1550VF,2025-03-31,7,2023,2029-02,construction_started|fully_operational|other|project_announced,2023(year): project_announced=n_a by Meta / Wurldwide LLC; 2025-10(month): construction_started=n_a by Meta / Wurldwide LLC; 2025-11(month): other=in_progress by Meta / Wurldwide LLC; 2026-03(month): other=n_a by Meta; 2026-04-21(day): other=filed by Meta / Wurldwide LLC; 2027(year): other=planned by Meta; 2029-02(month): fully_operational=planned by Meta / Wurldwide LLC,1000.0,1000.0,1000.0,2023-01-01,project_announced,,,,,,2029-02-01,2223,False,False,pending,True
H5 Data Center,2600 W Germann Rd,Chandler,AZ,85286,Maricopa,33.27716,-111.886,Operating,,H5 Data Centers,Multiple colocation tenants,32,Medium (11-50 MW),,,,,,,"210,000",,,,Unknown,,,,,SARAS MICRO DEVICES,3200 W GERMANN RD,CHANDLER,AZ,334413,,N,N,Y,N,N,,,VSQG,Y,,0.36442724674471866,0.917,0.294,0.917,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=AZR000533562,low,0,,,,,0,,,,,,,,,,2,2023-06-30,2023-06-30,other|project_announced,2023-06-30(day): project_announced=n_a by H5 Data Centers; 2023-06-30(day): other=n_a by H5 Data Centers,32.0,32.0,32.0,2023-06-30,project_announced,,,,,,2023-06-30,0,False,False,pending,True
Project Blue (version 2),14990 W Hardin Rd,Marana,AZ,85653,Pima,32.4929,-111.28652,Proposed,,Beale Infrastructure,,250-600,Hyperscale (100-999 MW),,,,,Air,,,610,,2027,Unknown,,,,110015940197,SILVERBELL ARMY HELIPORT,24641 E PINAL AIR PARK RD,MARANA,AZ,928110,,N,N,Y,N,N,,,SQG,Y,,1.359170259789612,0.4,0.4,0.25,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110015940197,none,0,,,,,0,,,,,,,,,,10,2024,2025-01-07,land_purchased|lawsuit_filed|other|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,2024(year): other=approved by Marana Town Council; 2024-08(month): other=denied by Tucson City Council; 2024-12(month): rezoning_planning_commission_recommendation=recommended_approval by Marana Planning and Zoning Commission; 2024-12(month): other=approved by Arizona Corporation Commission; 2024-12-24(day): land_purchased=approved by Humphrey's Peak Properties LLC / Beale Infrastructure; 2024-12-24(day): rezoning_council_decision=approved by Pima County Board of Supervisors; 2024-12-24(day): land_purchased=approved by Pima County Board of Supervisors; 2025-01(month): lawsuit_filed=filed by Arizona Attorney General Kris Mayes; 2025-01-07(day): public_hearing_held=n_a by Marana Town Council; 2025-01-07(day): rezoning_council_decision=approved by Marana Town Council,250.0,600.0,425.0,2024-01-01,other,2024-01-01,other,local,0,0.0,2025-01-07,372,True,True,denied,False
Expedient Data Center,2475 West Townley Avenue,Phoenix,AZ,85021,Maricopa,33.56452,-112.112,Operating,,Expedient,,2.4,Medium (11-50 MW),,,,,,,"45,000",,,,Unknown,,,,110042509318,ASPEN DENTAL,2827 W PEORIA AVE,PHOENIX,AZ,62121,,N,N,Y,N,N,,,VSQG,Y,,1.3619410537406766,0.571,0.571,0.348,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110042509318,low,0,,,,,0,,,,,,,,,,2,2021-10,2021-11-02,fully_operational|land_purchased,2021-10(month): land_purchased=approved by Five 9s Digital; 2021-11-02(day): fully_operational=n_a by Expedient,2.4,2.4,2.4,2021-10-01,land_purchased,2021-10-01,land_purchased,developer,0,0.0,2021-11-02,32,True,False,approved,False
PHX1,2475 W Townley Ave,Phoenix,AZ,85021,Maricopa,33.56456,-112.112,Operating,,,,3.6,Small (0-10 MW),,,,,,,"46,000",,,,Unknown,,,,110002599135,CTI CONTRACT TRANSPORT INC -RESIDENCE PARCEL 150-04-064,2737 W ALICE AVE,PHOENIX,AZ,,,N,N,Y,N,N,,,Other,,,0.3860824100439568,0.455,0.074,0.455,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110002599135,none,0,,,,,0,,,,,,,,,,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Expedient,3.6,3.6,3.6,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
QTS,120 E Van Buren St,Phoenix,AZ,85004,Maricopa,33.45193,-112.072,Operating,,QTS Data Centers,,32,Medium (11-50 MW),,,,,,,"288,000",,,,Unknown,,,,110002566946,PHOENIX NEWSPAPERS INC,120 EAST VAN BUREN ST,PHOENIX,AZ,51111,,N,N,Y,N,N,,,Other,,,0.03843597705346586,1.0,0.378,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110002566946,low,0,,,,,0,,,,,,,,,,4,2022,2023-05-18,construction_started|fully_operational|land_purchased|project_announced,2022(year): land_purchased=n_a by QTS Realty Trust; 2023-03-21(day): construction_started=n_a by QTS Data Centers; 2023-05-18(day): project_announced=n_a by QTS Data Centers; 2023-05-18(day): fully_operational=n_a by QTS Data Centers,32.0,32.0,32.0,2022-01-01,land_purchased,,,,,,2023-05-18,502,False,False,pending,True
QTS,1200 N 40th St,Phoenix,AZ,85008,Maricopa,33.46237,-111.996,Operating,,QTS Data Centers,,42,Hyperscale (100-999 MW),,,,,,,"337,330",,,,Unknown,,,,110002566946,PHOENIX NEWSPAPERS INC,120 EAST VAN BUREN ST,PHOENIX,AZ,51111,,N,N,Y,N,N,,,Other,,,0.03843597705346586,1.0,0.378,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110002566946,low,0,,,,,0,,,,,,,,,,4,2022,2023-05-18,construction_started|fully_operational|land_purchased|project_announced,2022(year): land_purchased=n_a by QTS Realty Trust; 2023-03-21(day): construction_started=n_a by QTS Data Centers; 2023-05-18(day): project_announced=n_a by QTS Data Centers; 2023-05-18(day): fully_operational=n_a by QTS Data Centers,42.0,42.0,42.0,2022-01-01,land_purchased,,,,,,2023-05-18,502,False,False,pending,True
Arizona Land Consulting Co.,near 33511 Indian School Rd,Tonopah,AZ,85354,Maricopa,33.49648,-112.775,Proposed,,,,1500,"Mega campus (>1,000 MW)",,,,,,,,2100,$25 billion,,Unknown,,,,110051183232,DAIRY SPRINGS WATER ASSOC-TP001 - CL2,3708 N 339TH AVE,TONOPAH,AZ,,,N,N,N,Y,N,,,,Y,,0.6206947276878387,0.241,0.241,0.235,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110051183232,none,0,,,,,0,,,,,,,,,,3,2025-03,2025-05-27,land_purchased|other|project_announced,2025-03(month): other=n_a by Arizona Land Consulting; 2025-05(month): land_purchased=n_a by Arizona Land Consulting; 2025-05-27(day): project_announced=n_a by Arizona Land Consulting,1500.0,1500.0,1500.0,2025-03-01,other,,,,,,2025-05-27,87,False,False,pending,True
"Takanock Data Center ""Project Baccara""",14707 W Olive Ave,Waddell,AZ,85355,Maricopa,33.56755,-112.37177,Proposed,,DigitalBridge,,700,Hyperscale (100-999 MW),,Yes,,2,,,"2,000,000",160,,2028,Yes,,Organized Advocacy,,110072012917,CARMAX #4023,13500 W OLIVE AVE,EL MIRAGE,AZ,441120,,N,N,Y,N,N,,,SQG,Y,,1.224477159959774,0.727,0.296,0.727,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072012917,low,0,,,,,0,,,,,,,,,,8,2026,2026-05,air_permit_applied|construction_started|other|project_announced|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation|special_use_permit_applied,2026(year): construction_started=planned by Takanock; 2026-01-19(day): project_announced=n_a by Takanock / DigitalBridge; 2026-01-19(day): other=filed by Takanock; 2026-01-19(day): air_permit_applied=filed by Takanock; 2026-04-09(day): public_hearing_held=n_a by Maricopa County Planning and Zoning Commission; 2026-04-09(day): rezoning_planning_commission_recommendation=recommended_approval by Maricopa County Planning and Zoning Commission; 2026-04-13(day): special_use_permit_applied=in_progress by Takanock; 2026-05(month): rezoning_council_decision=planned by Maricopa County Board of Supervisors,700.0,700.0,700.0,2026-01-01,construction_started,2026-04-09,rezoning_planning_commission_recommendation,local,98,3.2,2026-05-01,120,True,False,approved,False
Imperial Data Center Project,N. 8th St and Clark Rd,Imperial,CA,92243,Imperial,32.81923,-115.56083,Approved/Permitted/Under construction,AI,"Imperial Valley Computer Manufacturing, LLC",Google (unconfirmed),330,Hyperscale (100-999 MW),,,100 natural gas-powered backup emergency generators connected to Southern California Gas Company’s high-pressure gas line,1,,,"950,000",74,$10 billion,2027,Yes,"Not In My Back Yard Imperial organized a protest in January 2026. The City of Imperial has filed a lawsuit against the county (permitting authority for the data center), saying the project is not in compliance with the California Environmental Act. The county has set up a comment page for the project: https://imperialcounty.org/dc-comments/",Organized Advocacy,,110057057946,IMPERIAL PREMIX,330 W ATEN RD,IMPERIAL,CA,311119,,N,N,Y,N,N,,,LQG,Y,,0.5253784811053742,0.696,0.696,0.286,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110057057946,medium,0,,,,,0,,,,,,,,,,11,2025,2027-01,lawsuit_filed|other|project_announced|public_hearing_held|rezoning_planning_commission_recommendation,"2025(year): project_announced=n_a by Imperial Valley Computer Manufacturing, LLC; 2025(year): other=filed by Imperial Valley Computer Manufacturing, LLC; 2025(year): rezoning_planning_commission_recommendation=recommended_denial by Imperial County Planning Commission; 2025-12(month): other=denied by Imperial County; 2026(year): other=n_a by Imperial Valley Computer Manufacturing, LLC; 2026-01(month): lawsuit_filed=filed by City of Imperial; 2026-01(month): public_hearing_held=n_a by Imperial County; 2026-01-12(day): other=filed by Imperial Valley Computer Manufacturing, LLC; 2026-01-21(day): other=in_progress by Imperial County; 2026-04-07(day): other=approved by Imperial County Board of Supervisors; 2027-01(month): other=planned by Imperial Irrigation District",330.0,330.0,330.0,2025-01-01,project_announced,2026-04-07,other,local,461,15.1,2027-01-01,730,True,True,denied,False
