project_facility_name,project_city,project_state,project_county,project_lat,project_long,project_status,project_mw,project_operator,event_type,event_subtype,decision,actor,actor_level,date,date_precision,source_url,source_quote
Adams Fork Wharncliffe Data Center,Wharncliffe,WV,Mingo,37.59904,-81.9545,Proposed,2398.5,"TransGas Development, LLC",air_permit_issued,Air permit to construct data center campus,approved,West Virginia Department of Environmental Protection,state,2025-10,month,https://ohiorivervalleyinstitute.org/adams-fork-is-a-giant-waste-of-energy/,"two October 2025 permits to build identical data center campuses outside of Wharncliffe, one at the former Twisted Gun Golf Course and one at the Harless Industrial Park"
Adams Fork Wharncliffe Data Center,Wharncliffe,WV,Mingo,37.59904,-81.9545,Proposed,2398.5,"TransGas Development, LLC",other,Expansion plan announced: data center capacity to 9.8 GW across both sites,planned,"TransGas Development Systems, LLC",developer,2025-05,month,other_info,"In a May 2025 presentation posted to their website, parent company TransGas Development Systems, LLC stated that it plans to expand data center capacity between this site and it's sister site to 9.8 GW."
Advanced Micro Devices Data Center,Rockdale,TX,Milam,30.56359,-97.08498,Expanding,25-200,Riot,other,expansion announced — Bitcoin operator expanding to HPC,in_progress,Riot,developer,<UNKNOWN>,year,other_info,Bitcoin operator expanding to HPC
Agincourt,Valparaiso,IN,Porter,41.50217,-87.01344,Suspended,,,project_announced,Project plans surfaced publicly in early March 2025,n_a,Agincourt Investments LLC,developer,2025-03,month,https://www.datacenterdynamics.com/en/news/indianas-city-of-valparaiso-pulls-the-plug-on-agincourt-data-center-project/,Plans first surfaced earlier this month
Agincourt,Valparaiso,IN,Porter,41.50217,-87.01344,Suspended,,,other,Request for Offering (RFO) issued for 249-acre site,n_a,Valparaiso Redevelopment Commission,local,2024-12,month,https://www.chicagotribune.com/2025/03/11/citizens-outcry-for-transparency-impact-of-potential-data-center-development-in-valparaiso/,the Valparaiso Redevelopment Commission issued a Request For Offering (RFO) in December 2024 for the 249 acres purchased by the Commission in 2022
Agincourt,Valparaiso,IN,Porter,41.50217,-87.01344,Suspended,,,other,Option agreement executed between developer and Valparaiso Redevelopment Commission for ~300-day due diligence period,filed,Agincourt Investments LLC,developer,2025-03,month,https://www.chicagotribune.com/2025/03/11/citizens-outcry-for-transparency-impact-of-potential-data-center-development-in-valparaiso/,The commission received a proposal for a non-residential campus development which could include a data center. The option agreement outlines a thorough due diligence process
Agincourt,Valparaiso,IN,Porter,41.50217,-87.01344,Suspended,,,public_hearing_held,City Council meeting with public comment on proposed data center,n_a,Valparaiso City Council,local,2025-03-10,day,https://www.chicagotribune.com/2025/03/11/citizens-outcry-for-transparency-impact-of-potential-data-center-development-in-valparaiso/,"More than 500 residents filled the council chambers, hallways and outer steps of Valparaiso City Hall at the Monday City Council meeting eager to express anger and hear further details"
Agincourt,Valparaiso,IN,Porter,41.50217,-87.01344,Suspended,,,project_withdrawn,Mayor announced withdrawal; Agincourt agreed to withdraw and release land option,withdrawn,Agincourt Investments LLC,developer,2025-03-11,day,https://www.chicagotribune.com/2025/03/11/citizens-outcry-for-transparency-impact-of-potential-data-center-development-in-valparaiso/,"around 4:30 p.m. Tuesday, less than 24 hours after the meeting ended, Mayor Jon Costas put out a statement announcing that the city would cease its efforts in exploring a data center"
AID1 DataBank,Ashburn,VA,Loudoun,39.015617,-77.48247,Proposed,70,GI TC ASHBURN LLC,fully_operational,,n_a,GI TC ASHBURN LLC / DataBank,developer,2024,year,https://www.databank.com/data-centers/northern-virginia/ashburn-campus/,"Ashburn Campus Data Center 21635 Red Rum Drive - Ashburn, VA 20147 85,330 Raised Square Feet 9.9MW Critical IT Load 20 Onsite Carriers"
AID1 DataBank,Ashburn,VA,Loudoun,39.015617,-77.48247,Proposed,70,GI TC ASHBURN LLC,other,permit_filed_as_storage_warehouse,filed,GI TC ASHBURN LLC,developer,<UNKNOWN>,year,other_info,"Shown as ""Storage Warehouse"""
AIG DATA CENTER,AMARILLO,TX,Potter,35.18739,-101.812,Operating,,,fully_operational,Facility listed as Operating status with emergency power generator,n_a,AIG Data Center,developer,<UNKNOWN>,year,other_info,EMERG POWER GENERATOR
Airlee Industrial and Data Center Site,Ruther Glen,VA,Caroline,37.997375,-77.50243,Proposed,,,project_announced,,planned,unknown,developer,<UNKNOWN>,year,other_info,"Project covers more than one parcel, the acreage represents the combined acreage"
Airport Gateway Commerce Center,Manassas,VA,Prince William,38.715843,-77.49836,Proposed,,"UNICORN INTERESTS LLC, PCL F1",land_purchased,,n_a,UNICORN INTERESTS LLC,developer,2006-09-15,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,"2006/09/15 $20,750,000 UNICORN INTERESTS LLC XM 200609150134279"
Airport Gateway Commerce Center,Manassas,VA,Prince William,38.715843,-77.49836,Proposed,,"UNICORN INTERESTS LLC, PCL F1",other,parcel_reconfiguration,n_a,UNICORN INTERESTS LLC,developer,2020-08-26,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=026258,2020/08/26 $0 UNICORN INTERESTS LLC PX 202008260075126
Alcove Development Data Center,Osawatomie,KS,Miami,38.516045,-94.931076,Proposed,50,,project_announced,Predevelopment agreement announced between City of Osawatomie and Alcove Development,n_a,City of Osawatomie,local,2026-02-21,day,https://www.datacenterdynamics.com/en/news/115-acre-data-center-could-come-to-osawatomie-kansas-says-local-government/,"A 115-acre data center project could come to Osawatomie, Kansas, says the local government."
Alcove Development Data Center,Osawatomie,KS,Miami,38.516045,-94.931076,Proposed,50,,other,Predevelopment agreement signed; six-month due diligence process initiated,in_progress,City of Osawatomie / Alcove Development,local,2026-02-21,day,https://www.datacenterdynamics.com/en/news/115-acre-data-center-could-come-to-osawatomie-kansas-says-local-government/,The city has entered into a predevelopment agreement with Alcove Development to explore the feasibility of a potential data center campus
ALEXANDRIA TECHNOLOGY CENTER,Manassas,VA,Prince William,38.756546,-77.51377,Proposed,,QTS MANASSAS I LAND LLC C/O BLACKSTONE PROPERTY ADVISORS,land_purchased,,approved,QTS Investment Properties Manassas LLC,developer,2018-07-03,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,"2018/07/03 $6,000,000 QTS INVESTMENT PROPERTIES MANASSAS LLC XM 201807030048351"
ALEXANDRIA TECHNOLOGY CENTER,Manassas,VA,Prince William,38.756546,-77.51377,Proposed,,QTS MANASSAS I LAND LLC C/O BLACKSTONE PROPERTY ADVISORS,other,property_transfer_incorporate_sale,n_a,QTS Manassas DC-5 LLC,developer,2022-03-25,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,2022/03/25 $0 QTS MANASSAS DC-5 LLC XI 202203250024000
ALEXANDRIA TECHNOLOGY CENTER,Manassas,VA,Prince William,38.756546,-77.51377,Proposed,,QTS MANASSAS I LAND LLC C/O BLACKSTONE PROPERTY ADVISORS,other,property_transfer_family_sale,n_a,QTS Manassas I Land LLC / Blackstone Property Advisors,developer,2022-12-15,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=248324,2022/12/15 $0 QTS MANASSAS I LAND LLC XF 202212150084566
Aligned,Elk Grove Village,IL,Cook,42.03374,-87.9824,Proposed,,,land_purchased,,approved,Aligned Data Centers,developer,2023-03,month,https://www.datacenterdynamics.com/en/news/aligned-stream-and-nexstar-planning-data-center-campuses-in-elk-grove-area-of-chicago/,Aligned acquired 50 Northwest Point Boulevard in Elk Grove Village in March from Franklin Street Properties for $29 million.
Aligned,Elk Grove Village,IL,Cook,42.03374,-87.9824,Proposed,,,land_purchased,Purchase of 101 and 141 Northwest Point Boulevard,approved,Aligned Data Centers,developer,2023-05,month,https://www.datacenterdynamics.com/en/news/aligned-stream-and-nexstar-planning-data-center-campuses-in-elk-grove-area-of-chicago/,Last month the Real Deal reported Aligned also bought two other office buildings on the same street – 101 and 141 Northwest Point Boulevard in Elk Grove Village – in two separate deals last month totaling $35 million.
Aligned,Elk Grove Village,IL,Cook,42.03374,-87.9824,Proposed,,,project_announced,,n_a,Aligned Data Centers,developer,2023-06-29,day,https://www.datacenterdynamics.com/en/news/aligned-stream-and-nexstar-planning-data-center-campuses-in-elk-grove-area-of-chicago/,Aligned has submitted plans to the village for a five-building data center campus in the new Elk Grove Innovation Park located on Northwest Point Boulevard.
Aligned,Elk Grove Village,IL,Cook,42.03374,-87.9824,Proposed,,,site_plan_applied,,filed,Aligned Data Centers,developer,2023-06-29,day,https://www.datacenterdynamics.com/en/news/aligned-stream-and-nexstar-planning-data-center-campuses-in-elk-grove-area-of-chicago/,Aligned has submitted plans to the village for a five-building data center campus in the new Elk Grove Innovation Park located on Northwest Point Boulevard.
Aligned,Elk Grove Village,IL,Cook,42.03374,-87.9824,Proposed,,,public_hearing_held,Public hearing scheduled but not yet calendared as of article date,planned,Elk Grove Village Plan Commission,local,2023-06-29,day,https://www.datacenterdynamics.com/en/news/aligned-stream-and-nexstar-planning-data-center-campuses-in-elk-grove-area-of-chicago/,"Village trustees approved a measure to send the proposed campus project to village plan commissioners to schedule a public hearing, which is yet to be put on the calendar."
Aligned,Phoenix,AZ,Maricopa,33.65898,-112.111,Operating,180,,fully_operational,,n_a,Aligned Data Centers,developer,2017,year,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,"Opened in 2017 and expanded in 2018, Aligned's existing 55-acre Phoenix campus at 2500 W Union Hills Drive has room for 550,000 sq ft of data center and 180MW of capacity."
Aligned,Phoenix,AZ,Maricopa,33.65898,-112.111,Operating,180,,construction_started,campus expansion,n_a,Aligned Data Centers,developer,2018,year,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,"Opened in 2017 and expanded in 2018, Aligned's existing 55-acre Phoenix campus at 2500 W Union Hills Drive has room for 550,000 sq ft of data center and 180MW of capacity."
Aligned,Phoenix,AZ,Maricopa,33.65898,-112.111,Operating,180,,project_announced,PHX-05 greenfield build-to-suit,planned,Aligned Data Centers,developer,2022-03,month,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,"In March the company announced the planned development of PHX-05, a greenfield build-to-suit deployment, at the campus."
Aligned,Phoenix,AZ,Maricopa,33.65898,-112.111,Operating,180,,land_purchased,"Two new Phoenix campus plots (~2M sq ft, 400MW)",n_a,Aligned Data Centers,developer,2022-10,month,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,"The company this week announced two new land acquisitions totaling approximately two million square feet (185,800 sqm) and potentially offering more than 400MW of IT load."
Aligned,Phoenix,AZ,Maricopa,33.65898,-112.111,Operating,180,,project_announced,Two new Phoenix campuses totaling 400MW,planned,Aligned Data Centers,developer,2022-10-12,day,https://www.datacenterdynamics.com/en/news/aligned-acquires-two-plots-in-phoenix-plans-two-campuses-totaling-400mw/,"Aligned has announced a large-scale expansion of its footprint in Phoenix, Arizona, with plans for two new campuses."
Aligned Data Center,Conesville,OH,Coshocton,40.18911,-81.8728,Proposed,,,land_purchased,,approved,Aligned Data Centers,developer,2025-06-17,day,https://www.datacenterdynamics.com/en/news/aligned-acquires-third-site-in-ohio-for-data-center-development-report/,"Aligned has acquired a portion of the Conesville Industrial Park outside Coshocton. The site, in Coshocton County, was sold by the Frontier Group of Companies (FGC)."
Aligned Data Center,Conesville,OH,Coshocton,40.18911,-81.8728,Proposed,,,project_announced,,n_a,Aligned Data Centers,developer,2025-07-26,day,https://www.datacenterdynamics.com/en/news/aligned-to-develop-200-acre-data-center-campus-in-coshocton-ohio/,Aligned Data Centers has announced plans to develop a data center campus in Central Ohio... a 197-acre parcel adjacent to the former AEP Conesville Power Plant.
Aligned Data Center,Conesville,OH,Coshocton,40.18911,-81.8728,Proposed,,,other,foundational_customer_secured,n_a,Aligned Data Centers,developer,2025-07-26,day,https://www.datacenterdynamics.com/en/news/aligned-to-develop-200-acre-data-center-campus-in-coshocton-ohio/,"The multi-billion-dollar project has secured a foundational customer for its first data center, targeting initial capacity delivery mid-2026."
Aligned Data Center,Conesville,OH,Coshocton,40.18911,-81.8728,Proposed,,,partial_operational,initial capacity delivery targeted mid-2026,planned,Aligned Data Centers,developer,2026,year,https://www.datacenterdynamics.com/en/news/aligned-to-develop-200-acre-data-center-campus-in-coshocton-ohio/,"The multi-billion-dollar project has secured a foundational customer for its first data center, targeting initial capacity delivery mid-2026."
ALIGNED DATA CENTER IAD01,Ashburn,VA,Loudoun,39.013935,-77.46997,Operating,,Aligned Data Centers,fully_operational,facility noted as operating (FracTracker label: Operating),n_a,Aligned Data Centers,developer,<UNKNOWN>,year,other_info,Computer Center
Aligned DFW1 and DFW2,Plano,TX,Collin,33.00918,-96.6745,Proposed,36+,,project_announced,,n_a,Aligned Data Centers,developer,2022-09-14,day,https://www.datacenterdynamics.com/en/news/aligned-announces-second-data-center-at-plano-campus-in-texas/,Aligned has officially announced plans to expand its Plano campus in Texas... The company officially announced the expansion this week.
Aligned DFW1 and DFW2,Plano,TX,Collin,33.00918,-96.6745,Proposed,36+,,rezoning_applied,Filing with Plano planning commission for campus expansion,filed,Aligned Data Centers,developer,2022-09,month,https://www.datacenterdynamics.com/en/news/aligned-announces-second-data-center-at-plano-campus-in-texas/,Aligned has filed with the Plano planning commission to expand its Plano campus with a second building.
