facility_name,city,state,county,lat,long,status,mw,operator_name,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary
Data center(s),Appling,GA,Columbia,33.49546,-82.337,Proposed,,,4,2025-05-01,2025-05-01,project_announced|rezoning_applied|rezoning_planning_commission_recommendation|state_environmental_review_initiated,2025-05-01(day): rezoning_applied=filed by Economic Development Authority of Columbia County; 2025-05-01(day): rezoning_planning_commission_recommendation=planned by Columbia County Planning Commission; 2025-05-01(month): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2025-05-01(day): project_announced=n_a by Economic Development Authority of Columbia County
White Oak Technology Park,Appling,GA,Columbia,33.51421,-82.34112,Proposed,,Trammell Crow Company,6,2025-04-08,2025-05-07,other|state_environmental_review_decision|state_environmental_review_initiated,2025-04-08(day): state_environmental_review_initiated=filed by Columbia County / Trammell Crow Company; 2025-04-18(day): other=filed by Columbia County / Trammell Crow Company; 2025-04-21(day): other=in_progress by Georgia Department of Community Affairs; 2025-04-22(day): other=approved by Georgia Department of Community Affairs; 2025-04-22(day): other=in_progress by Georgia Department of Community Affairs; 2025-05-07(day): state_environmental_review_decision=n_a by Central Savannah River Area Regional Development Center
Athens Studio Data Center ,Athens,GA,Clarke,33.970966,-83.31563,Proposed,,,1,2025-12-18,2025-12-18,project_announced,2025-12-18(day): project_announced=planned by Athena Studios
10 Forsyth St NW,Atlanta,GA,Fulton,33.755455,-84.39201,Proposed,45,Digital Realty,3,2022-06,2022-08,building_permit_applied|project_announced|public_hearing_held,2022-06(month): building_permit_applied=filed by Digital Realty; 2022-06-16(day): project_announced=n_a by Digital Realty; 2022-08(month): public_hearing_held=planned by City of Atlanta
470 Exchange,Atlanta,GA,Fulton,33.83952,-84.37284,Operating,2.549999952,Facility Gateway Corporation,0,,,,
American Tower EDC Atlanta,Atlanta,GA,Fulton,33.68953,-84.51075,Operating,1,American Tower Corporation,0,,,,
AT&T Southern Bell Telephone Company Building,Atlanta,GA,Fulton,33.7558,-84.3857,Operating,,AT&T,5,1929,1963,construction_started|fully_operational|other,1929(year): construction_started=n_a by AT&T (Southern Bell); 1929(year): fully_operational=n_a by AT&T; 1947(year): other=n_a by AT&T (Southern Bell); 1948(year): other=n_a by AT&T (Southern Bell); 1963(year): other=n_a by AT&T (Southern Bell)
ATL1,Atlanta,GA,DeKalb,33.926537,-84.32673,Operating,15,Lincoln Rackhouse,4,1999,2019,fully_operational|other,1999(year): fully_operational=n_a by Lincoln Rackhouse; 2001(year): other=n_a by Lincoln Rackhouse; 2017(year): other=n_a by Internap; 2019(year): other=n_a by Lincoln Rackhouse
ATL2 Colo Data Center,Atlanta,GA,Fulton,33.761627,-84.39127,Operating,3,Hivelocity,0,,,,
Atlanta,Atlanta,GA,Fulton,33.75543,-84.39146,Operating,3,Corespace,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Corespace
Atlanta AT1,Atlanta,GA,Fulton,33.75585,-84.39107,Operating,10,CoreSite,1,2001,2001,fully_operational,2001(year): fully_operational=n_a by CoreSite
Atlanta ATL12,Atlanta,GA,Fulton,33.657166,-84.41514,Operating,,Digital Realty,4,1992,2025-07,fully_operational|land_purchased|other,1992(year): other=n_a by Unknown; 2012-01(month): land_purchased=approved by Digital Realty; 2012-01(month): fully_operational=n_a by Digital Realty; 2025-07(month): other=approved by Menlo Equities
Atlanta ATL13,Atlanta,GA,Fulton,33.75543,-84.39146,Operating,5,Digital Realty,2,2004,2015,fully_operational|other,2004(year): fully_operational=n_a by Digital Realty; 2015(year): other=n_a by Digital Realty
Atlanta ATL14,Atlanta,GA,Fulton,33.76157,-84.3915,Operating,3.599999905,Digital Realty,2,2010,2017,fully_operational|land_purchased,2010(year): fully_operational=n_a by Digital Realty; 2017(year): land_purchased=approved by Digital Realty
Atlanta Metro DC1,Atlanta,GA,Fulton,33.775944,-84.421074,Operating,70,QTS Data Centers,2,2024,2024,fully_operational|other,2024(year): fully_operational=n_a by QTS Data Centers; 2024(year): other=n_a by QTS Data Centers
Atlanta Metro DC2,Atlanta,GA,Fulton,33.77647,-84.41955,Operating,74.25,QTS Data Centers,2,2025,2025,fully_operational|other,2025(year): fully_operational=n_a by QTS Data Centers; 2025(year): other=n_a by QTS Data Centers
Atlanta Metro DC3,Atlanta,GA,Fulton,33.78121,-84.42252,Operating,,QTS Data Centers,2,<UNKNOWN>,<UNKNOWN>,fully_operational|other,<UNKNOWN>(year): other=n_a by QTS Data Centers; <UNKNOWN>(year): fully_operational=n_a by QTS Data Centers
Atlanta Metro DC4,Atlanta,GA,Fulton,33.784534,-84.42251,Operating,,QTS Data Centers,2,<UNKNOWN>,<UNKNOWN>,fully_operational|other,<UNKNOWN>(year): fully_operational=n_a by QTS Data Centers; <UNKNOWN>(year): other=n_a by QTS Data Centers
ATLDC 55 Marietta,Atlanta,GA,Fulton,33.75585,-84.39107,Operating,,ATLDC,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by ATLDC
CODA at Tech Sq (GA Tech High Performance Computing Center),Atlanta,GA,Fulton,33.77551,-84.38868,Operating,13.94999981,Georgia Tech Foundation,6,2016-03-28,2016-06-22,other|state_environmental_review_decision|state_environmental_review_initiated,"2016-03-28(day): other=in_progress by Georgia Department of Community Affairs (DCA); 2016-03-29(day): state_environmental_review_initiated=filed by Georgia Department of Community Affairs (DCA) / Atlanta Regional Commission; 2016-05-31(day): other=filed by Portman Holdings, LLC; 2016-06-06(day): other=approved by Atlanta Regional Commission; 2016-06-06(day): other=in_progress by Atlanta Regional Commission; 2016-06-22(day): state_environmental_review_decision=approved by Atlanta Regional Commission"
Cogent Data Center Atlanta 1,Atlanta,GA,Fulton,33.75585,-84.39107,Operating,,Cogent Communications,1,2001,2001,fully_operational,2001(year): fully_operational=n_a by Cogent Communications
Cogent Data Center Atlanta 2,Atlanta,GA,Fulton,33.722496,-84.412796,Operating,,Cogent Communications,0,,,,
Coloblox (HQ),Atlanta,GA,Cobb,33.88972,-84.465515,Operating,,Coloblox,1,1998,1998,fully_operational,1998(year): fully_operational=n_a by Coloblox
ColoCrossing GA1,Atlanta,GA,Fulton,33.755016,-84.389626,Operating,1.600000024,ColoCrossing,0,,,,
DataBank ATL1 (Midtown),Atlanta,GA,Fulton,33.775368,-84.387764,Operating,10,DataBank,1,2019,2019,fully_operational,2019(year): fully_operational=n_a by DataBank
DataBank ATL2 (West End),Atlanta,GA,Fulton,33.733864,-84.425735,Operating,4,DataBank,4,1962,2020-12,fully_operational|land_purchased|other,1962(year): other=n_a by unknown; 2014(year): other=n_a by Zayo (zColo); 2020-12(month): land_purchased=n_a by DataBank; 2020-12(month): fully_operational=n_a by DataBank
DataBank ATL3 (West End),Atlanta,GA,Fulton,33.73448,-84.4265,Operating,6,DataBank,3,2021-12-15,2022-06,construction_started|fully_operational|project_announced,2021-12-15(day): project_announced=planned by DataBank; 2021-12-15(day): construction_started=in_progress by DataBank; 2022-06(month): fully_operational=planned by DataBank
DataBank ATL4 (South Fulton),Atlanta,GA,Fulton,33.750492,-84.54815,Proposed,40,DataBank,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by DataBank
EDC ATL01,Atlanta,GA,Fulton,33.72936,-84.42015,Operating,1.5,EdgeConnex,2,2014,2014,fully_operational|other,2014(year): fully_operational=n_a by EdgeConneX; 2014(year): other=n_a by EdgeConneX
EDC ATL02,Atlanta,GA,Fulton,33.731815,-84.42362,Operating,14,EdgeConnex,1,2018,2018,fully_operational,2018(year): fully_operational=n_a by EdgeConneX
EdgeConneX,Atlanta,GA,Fulton,33.635,-84.5819,Proposed,324,,2,2024-07,2024-11-04,other|state_environmental_review_initiated,2024-07(month): other=n_a by TA Realty / EdgeConneX; 2024-11-04(day): state_environmental_review_initiated=filed by TA Realty
Edged ATL01-1,Atlanta,GA,Fulton,33.8084,-84.45469,Operating,27,Edged,1,2024-Q3,2024-Q3,fully_operational,2024-Q3(month): fully_operational=n_a by Edged
Edged ATL01-2,Atlanta,GA,Fulton,33.8084,-84.45469,Operating,100,Edged,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Edged
Edged ATL01-3,Atlanta,GA,Fulton,33.8084,-84.45469,Operating,42,Edged,3,2023-07-07,2024-Q3,construction_started|fully_operational|project_announced,2023-07-07(day): project_announced=n_a by Edged; 2023-07-07(day): construction_started=n_a by Edged; 2024-Q3(month): fully_operational=n_a by Edged
Equinix Atlanta AT1,Atlanta,GA,Fulton,33.758602,-84.387856,Operating,4,Equinix,1,2006,2006,fully_operational,2006(year): fully_operational=n_a by Equinix
Equinix Atlanta AT2 AT3,Atlanta,GA,Fulton,33.75543,-84.39146,Operating,1,Equinix,1,2004,2004,fully_operational,2004(year): fully_operational=n_a by Equinix
Equinix Atlanta AT4,Atlanta,GA,Cobb,33.895363,-84.453636,Operating,12,Equinix,0,,,,
FOGO Atlanta,Atlanta,GA,Fulton,33.75543,-84.39146,Operating,,FOGO Solutions,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by FOGO Solutions
H5 Atlanta,Atlanta,GA,Fulton,33.76513,-84.38366,Operating,8,H5 Data Centers,1,2014,2014,fully_operational,2014(year): fully_operational=n_a by H5 Data Centers
Intero Systems,Atlanta,GA,Fulton,33.61318,-84.44704,Operating,,Intero Systems,0,,,,
Lumen Atlanta 2,Atlanta,GA,Fulton,33.758602,-84.387856,Operating,,Lumen,1,1999,1999,fully_operational,1999(year): fully_operational=n_a by Lumen Technologies
Lumen Atlanta 5,Atlanta,GA,Fulton,33.728493,-84.41872,Operating,0.4,Lumen,1,1999,1999,fully_operational,1999(year): fully_operational=n_a by Lumen
Lumen Atlanta 6,Atlanta,GA,Fulton,33.75479,-84.358734,Operating,,Lumen,1,1999,1999,fully_operational,1999(year): fully_operational=n_a by Lumen
Lumen Doraville 1,Atlanta,GA,Gwinnett,33.90809,-84.236206,Operating,,Lumen,1,1999,1999,fully_operational,1999(year): fully_operational=n_a by Lumen
Marrietta Data Center,Atlanta,GA,Cobb,33.884117,-84.47229,Operating,,Coloblox,0,,,,
Microsoft: Project Fulton,Atlanta,GA,Fulton,33.64121,-84.5167,Proposed,,Microsoft,3,2021,2021-04,land_purchased|other|project_announced,2021(year): project_announced=n_a by Microsoft; 2021-02(month): other=approved by Fulton County; 2021-04(month): land_purchased=n_a by Microsoft
Southern Telecom Atlanta,Atlanta,GA,Fulton,33.762527,-84.387886,Operating,0.5,Southern Telecom,1,1997,1997,fully_operational,1997(year): fully_operational=n_a by Southern Telecom
Spring Street,Atlanta,GA,Fulton,33.78344,-84.38862,Operating,,Sunguard,0,,,,
Stonewall Tell Data Center,Atlanta,GA,Fulton,33.615124,-84.55222,Proposed,,RSC Investment Management LLC,0,,,,
Vantage: Stacks Rd project,Atlanta,GA,Fulton,33.60657,-84.5304,Proposed,,,3,2024-08,2027-01,other|project_announced,2024-08(month): other=filed by Georgia Department of Community Affairs; 2024-08-15(day): project_announced=n_a by Vantage Data Centers; 2027-01(month): other=planned by Vantage Data Centers
Vantage: Westlake Project,Atlanta,GA,Fulton,33.70682,-84.5833,Proposed,,,3,2024-08,2028-01,other|project_announced,2024-08(month): other=filed by Georgia Department of Community Affairs; 2024-08-15(day): project_announced=n_a by Vantage Data Centers; 2028-01(month): other=planned by Vantage Data Centers
Windstream Atlanta,Atlanta,GA,Dekalb,33.835022,-84.32718,Operating,74.84400177,Windstream,0,,,,
T5: Project Eisenhower,Augusta,GA,Richmond,33.43883,-82.1557,Approved/Permitted/Under construction,,,5,2022,2026,construction_started|other|partial_operational|project_announced,2022(year): other=filed by T5; 2022-01(month): project_announced=n_a by T5; 2024(year): construction_started=planned by Eagle South LLC; 2024-03-29(day): other=filed by Eagle South LLC; 2026(year): partial_operational=planned by Eagle South LLC
Amazon Data Center,Barnesville,GA,Lamar,33.05563,-84.1222,Proposed,,Amazon,3,2025-01,2025-08-04,land_purchased|other|project_announced,"2025-01(month): other=n_a by Amazon; 2025-07-25(day): land_purchased=approved by Amazon Data Services, Inc.; 2025-08-04(day): project_announced=n_a by Amazon"
Trammell Crow Company Data Center,Barnesville,GA,Monroe,33.104168,-84.009544,Approved/Permitted/Under construction,,CBRE,4,2025-11,2026-02-02,other|project_announced|public_hearing_held|rezoning_council_decision,2025-11(month): other=filed by Trammell Crow Company / CBRE; 2025-11-28(day): project_announced=n_a by Trammell Crow Company / CBRE; 2026-02-02(day): public_hearing_held=n_a by City Council of Forsyth; 2026-02-02(day): rezoning_council_decision=approved by City Council of Forsyth
"QTS ""Project Blue Hole""",Blakely,GA,Early,31.406675,-84.912994,Proposed,,,2,2025,2025,other|project_announced,2025(year): project_announced=n_a by QTS Data Centers; 2025(year): other=in_progress by QTS Data Centers
FOGO Carrollton,Carrollton,GA,Carroll,33.558292,-85.09067,Operating,,FOGO Solutions,0,,,,
Project Bunkhouse,Cartersville,GA,Bartow,34.0998,-84.9167,Proposed,1830,Gaines Family Land LLC,4,2025-04,2035,other|project_announced|rezoning_applied|state_environmental_review_initiated,2025-04(month): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2025-04(month): rezoning_applied=filed by Kimley-Horn / Bartow County; 2025-04-01(day): project_announced=n_a by Kimley-Horn; 2035(year): other=planned by Kimley-Horn
Switch,Cartersville,GA,Bartow,34.11429,-84.7938,Proposed,,Switch,6,2023-08,2046,fully_operational|other|partial_operational|project_announced|rezoning_applied|state_environmental_review_initiated,2023-08(month): rezoning_applied=filed by Switch; 2023-08-29(day): other=filed by Switch; 2023-09(month): state_environmental_review_initiated=in_progress by Georgia Department of Community Affairs / Northwest Georgia Regional Commission; 2023-09-01(day): project_announced=n_a by Switch; 2026(year): partial_operational=planned by Switch; 2046(year): fully_operational=planned by Switch
ATL Data Center,College Park,GA,Fulton,33.614918,-84.467186,Operating,6,ATL Data Centers LLC,0,,,,
Lumen College Park,College Park,GA,Fulton,33.63764,-84.458496,Operating,,Lumen,0,,,,
Stacks/College Park,College Park,GA,Fulton,33.708233,-84.52996,Operating,104.5,Vantage Data Centers,5,2024-08-13,2025-02-21,other|state_environmental_review_decision|state_environmental_review_initiated,2024-08-13(day): state_environmental_review_initiated=filed by Georgia Department of Community Affairs / Atlanta Regional Commission; 2024-12-12(day): state_environmental_review_initiated=filed by Georgia Department of Community Affairs / Atlanta Regional Commission; 2025-01-06(day): state_environmental_review_decision=in_progress by Georgia Department of Community Affairs; 2025-01-22(day): other=approved by Georgia Department of Community Affairs; 2025-02-21(day): other=approved by Atlanta Regional Commission
Union City (ATL11),College Park,GA,Fulton,33.62499,-84.56204,Approved/Permitted/Under construction,324,Microsoft,9,2024-07-15,2026,construction_started|other|project_announced|state_environmental_review_decision|state_environmental_review_initiated,"2024-07-15(day): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2024-07-16(day): project_announced=n_a by Burr Computer Environments, Inc.; 2024-07-16(day): other=n_a by Microsoft; 2024-07-16(day): other=n_a by Burr Computer Environments, Inc.; 2024-09-17(day): other=filed by Burr Computer Environments, Inc.; 2024-09-26(day): other=in_progress by Georgia Department of Community Affairs; 2024-10-23(day): state_environmental_review_decision=in_progress by Georgia Department of Community Affairs / Atlanta Regional Commission; 2024-11-22(day): other=approved by Georgia Department of Community Affairs; 2026(year): construction_started=planned by Burr Computer Environments, Inc."
